paper,id,session,inter,c,opp_c,payoff,delta,g,l
"Blonski, Ockenfels, and Spagnolo 2011",1237,71,9,"[-1, -1]","[-1, -1]","[0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1237,71,10,"[-1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1237,71,11,"[-1, -1, -1, -1, -1]","[1, 1, 1, -1, -1]","[3.0, 3.0, 3.0, 0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1238,71,1,"[1, -1]","[-1, -1]","[-2.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1238,71,2,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1238,71,3,"[-1, -1, -1]","[-1, -1, -1]","[0.0, 0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1238,71,4,"[-1, -1, -1, 1, -1]","[-1, 1, 1, -1, 1]","[0.0, 3.0, 3.0, -2.0, 3.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1238,71,5,"[-1, -1]","[-1, -1]","[0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1238,71,6,[-1],[1],[3.0],0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1238,71,7,[-1],[-1],[0.0],0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1238,71,8,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1238,71,9,"[-1, 1]","[1, -1]","[3.0, -2.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1238,71,10,"[-1, -1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[3.0, 3.0, 1.0, 1.0, 1.0, 1.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1238,71,11,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]","[0.0, 0.0, 0.0, 0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1239,71,1,"[-1, -1]","[1, -1]","[3.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1239,71,2,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1239,71,3,"[-1, -1, -1]","[-1, -1, -1]","[0.0, 0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1239,71,4,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]","[0.0, 0.0, 0.0, 0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1239,71,5,"[-1, -1]","[1, 1]","[3.0, 3.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1239,71,6,[-1],[-1],[0.0],0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1239,71,7,[-1],[-1],[0.0],0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1239,71,8,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1239,71,9,"[-1, -1]","[-1, -1]","[0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1239,71,10,"[-1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1239,71,11,"[-1, -1, -1, -1, -1]","[1, 1, -1, -1, -1]","[3.0, 3.0, 0.0, 0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1240,71,1,"[1, -1]","[-1, -1]","[-2.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1240,71,2,"[1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1]","[-2.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1240,71,3,"[1, 1, 1]","[1, 1, 1]","[1.0, 1.0, 1.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1240,71,4,"[1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]","[-2.0, 0.0, 0.0, 0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1240,71,5,"[1, -1]","[-1, -1]","[-2.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1240,71,6,[1],[-1],[-2.0],0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1240,71,7,[-1],[-1],[0.0],0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1240,71,8,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1240,71,9,"[1, -1]","[-1, -1]","[-2.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1240,71,10,"[-1, 1, 1, -1, -1, -1]","[1, -1, -1, -1, -1, -1]","[3.0, -2.0, -2.0, 0.0, 0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1240,71,11,"[1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]","[-2.0, 0.0, 0.0, 0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1241,71,1,"[1, -1]","[-1, -1]","[-2.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1241,71,2,"[-1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0.0, -2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1241,71,3,"[1, 1, 1]","[1, 1, 1]","[1.0, 1.0, 1.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1241,71,4,"[1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]","[-2.0, 0.0, 0.0, 0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1241,71,5,"[1, -1]","[-1, -1]","[-2.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1241,71,6,[1],[-1],[-2.0],0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1241,71,7,[1],[-1],[-2.0],0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1241,71,8,"[-1, 1, 1, -1, -1, -1, -1, -1, -1, -1]","[1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[3.0, -2.0, -2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1241,71,9,"[1, -1]","[-1, -1]","[-2.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1241,71,10,"[1, 1, -1, -1, -1, -1]","[1, -1, -1, -1, -1, -1]","[1.0, -2.0, 0.0, 0.0, 0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1241,71,11,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1242,71,1,"[-1, -1]","[1, -1]","[3.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1242,71,2,"[-1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1]","[1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[3.0, 0.0, 0.0, -2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1242,71,3,"[-1, -1, -1]","[-1, -1, -1]","[0.0, 0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1242,71,4,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]","[0.0, 0.0, 0.0, 0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1242,71,5,"[-1, -1]","[-1, -1]","[0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1242,71,6,[-1],[1],[3.0],0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1242,71,7,[-1],[-1],[0.0],0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1242,71,8,"[-1, -1, -1, -1, 1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0.0, 0.0, 0.0, 0.0, -2.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1242,71,9,"[-1, 1]","[1, -1]","[3.0, -2.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1242,71,10,"[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1242,71,11,"[1, 1, -1, -1, -1]","[1, -1, -1, -1, -1]","[1.0, -2.0, 0.0, 0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1243,71,1,"[-1, -1]","[-1, -1]","[0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1243,71,2,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1243,71,3,"[-1, -1, -1]","[-1, -1, -1]","[0.0, 0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1243,71,4,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]","[0.0, 0.0, 0.0, 0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1243,71,5,"[-1, -1]","[-1, -1]","[0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1243,71,6,[-1],[1],[3.0],0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1243,71,7,[-1],[-1],[0.0],0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1243,71,8,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1243,71,9,"[-1, -1]","[1, -1]","[3.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1243,71,10,"[-1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1243,71,11,"[-1, -1, -1, -1, -1]","[1, -1, -1, -1, -1]","[3.0, 0.0, 0.0, 0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1244,71,1,"[-1, -1]","[-1, -1]","[0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1244,71,2,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1244,71,3,"[-1, -1, -1]","[-1, -1, -1]","[0.0, 0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1244,71,4,"[-1, 1, 1, -1, 1]","[-1, -1, -1, 1, -1]","[0.0, -2.0, -2.0, 3.0, -2.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1244,71,5,"[1, -1]","[-1, -1]","[-2.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1244,71,6,[1],[-1],[-2.0],0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1244,71,7,[-1],[1],[3.0],0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1244,71,8,"[-1, -1, -1, -1, 1, 1, 1, 1, 1, 1]","[1, -1, -1, -1, -1, 1, 1, 1, 1, 1]","[3.0, 0.0, 0.0, 0.0, -2.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1244,71,9,"[-1, 1]","[1, -1]","[3.0, -2.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1244,71,10,"[1, -1, -1, -1, -1, -1]","[-1, 1, 1, -1, -1, -1]","[-2.0, 3.0, 3.0, 0.0, 0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1244,71,11,"[1, 1, -1, -1, -1]","[-1, -1, -1, -1, -1]","[-2.0, -2.0, 0.0, 0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1245,71,1,"[-1, -1]","[-1, -1]","[0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1245,71,2,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1245,71,3,"[-1, -1, -1]","[-1, -1, -1]","[0.0, 0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1245,71,4,"[-1, -1, -1, -1, -1]","[1, -1, -1, -1, -1]","[3.0, 0.0, 0.0, 0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1245,71,5,"[-1, -1]","[-1, -1]","[0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1245,71,6,[-1],[-1],[0.0],0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1245,71,7,[-1],[1],[3.0],0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1245,71,8,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1245,71,9,"[-1, -1]","[1, -1]","[3.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1245,71,10,"[-1, -1, -1, -1, -1, -1]","[1, -1, -1, -1, -1, -1]","[3.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1245,71,11,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]","[0.0, 0.0, 0.0, 0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1246,71,1,"[-1, -1]","[-1, -1]","[0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1246,71,2,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1246,71,3,"[-1, -1, -1]","[-1, -1, -1]","[0.0, 0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1246,71,4,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]","[0.0, 0.0, 0.0, 0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1246,71,5,"[-1, -1]","[1, -1]","[3.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1246,71,6,[-1],[1],[3.0],0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1246,71,7,[-1],[-1],[0.0],0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1246,71,8,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1246,71,9,"[-1, -1]","[-1, -1]","[0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1246,71,10,"[-1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1246,71,11,"[-1, -1, -1, -1, -1]","[1, -1, -1, -1, -1]","[3.0, 0.0, 0.0, 0.0, 0.0]",0.75,2.0,2.0
"Blonski, Ockenfels, and Spagnolo 2011",1247,72,1,[-1],[-1],[0.0],0.75,1.0,1.0
"Blonski, Ockenfels, and Spagnolo 2011",1247,72,2,[-1],[1],[2.0],0.75,1.0,1.0
"Blonski, Ockenfels, and Spagnolo 2011",1247,72,3,"[-1, -1, -1, -1, -1]","[-1, -1, -1, 1, -1]","[0.0, 0.0, 0.0, 2.0, 0.0]",0.75,1.0,1.0
"Blonski, Ockenfels, and Spagnolo 2011",1247,72,4,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[0.0, 0.0, 0.0, 0.0]",0.75,1.0,1.0
"Blonski, Ockenfels, and Spagnolo 2011",1247,72,5,[-1],[-1],[0.0],0.75,1.0,1.0
"Blonski, Ockenfels, and Spagnolo 2011",1247,72,6,"[-1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, 1, -1, -1, -1, -1, -1]","[0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.75,1.0,1.0
"Blonski, Ockenfels, and Spagnolo 2011",1247,72,7,[-1],[-1],[0.0],0.75,1.0,1.0
"Blonski, Ockenfels, and Spagnolo 2011",1247,72,8,"[-1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.75,1.0,1.0
"Blonski, Ockenfels, and Spagnolo 2011",1247,72,9,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]",0.75,1.0,1.0
"Blonski, Ockenfels, and Spagnolo 2011",1247,72,10,"[-1, -1, -1]","[-1, -1, -1]","[0.0, 0.0, 0.0]",0.75,1.0,1.0
"Blonski, Ockenfels, and Spagnolo 2011",1247,72,11,"[-1, -1, -1, -1]","[1, 1, -1, -1]","[2.0, 2.0, 0.0, 0.0]",0.75,1.0,1.0
"Blonski, Ockenfels, and Spagnolo 2011",1248,72,1,[-1],[-1],[0.0],0.75,1.0,1.0
"Blonski, Ockenfels, and Spagnolo 2011",1248,72,2,[-1],[-1],[0.0],0.75,1.0,1.0
"Blonski, Ockenfels, and Spagnolo 2011",1248,72,3,"[-1, -1, -1, -1, -1]","[1, -1, -1, -1, -1]","[2.0, 0.0, 0.0, 0.0, 0.0]",0.75,1.0,1.0
"Blonski, Ockenfels, and Spagnolo 2011",1248,72,4,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[0.0, 0.0, 0.0, 0.0]",0.75,1.0,1.0
"Blonski, Ockenfels, and Spagnolo 2011",1248,72,5,[-1],[-1],[0.0],0.75,1.0,1.0
"Blonski, Ockenfels, and Spagnolo 2011",1248,72,6,"[-1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.75,1.0,1.0
"Blonski, Ockenfels, and Spagnolo 2011",1248,72,7,[-1],[1],[2.0],0.75,1.0,1.0
"Blonski, Ockenfels, and Spagnolo 2011",1248,72,8,"[-1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.75,1.0,1.0
"Blonski, Ockenfels, and Spagnolo 2011",1248,72,9,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, 0.0, 0.0, 0.0, 0.0]",0.75,1.0,1.0
"Blonski, Ockenfels, and Spagnolo 2011",1248,72,10,"[-1, 1, 1]","[1, 1, 1]","[2.0, 1.0, 1.0]",0.75,1.0,1.0
"Blonski, Ockenfels, and Spagnolo 2011",1248,72,11,"[-1, 1, -1, 1]","[1, -1, 1, 1]","[2.0, -1.0, 2.0, 1.0]",0.75,1.0,1.0
"Blonski, Ockenfels, and Spagnolo 2011",1249,72,1,[1],[-1],[-1.0],0.75,1.0,1.0
"Blonski, Ockenfels, and Spagnolo 2011",1249,72,2,[1],[-1],[-1.0],0.75,1.0,1.0
"Blonski, Ockenfels, and Spagnolo 2011",1249,72,3,"[1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]","[-1.0, 0.0, 0.0, 0.0, 0.0]",0.75,1.0,1.0
"Blonski, Ockenfels, and Spagnolo 2011",1249,72,4,"[1, 1, -1, 1]","[1, -1, 1, -1]","[1.0, -1.0, 2.0, -1.0]",0.75,1.0,1.0
"Blonski, Ockenfels, and Spagnolo 2011",1249,72,5,[1],[-1],[-1.0],0.75,1.0,1.0
"Blonski, Ockenfels, and Spagnolo 2011",1249,72,6,"[1, 1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1]","[-1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.75,1.0,1.0
"Blonski, Ockenfels, and Spagnolo 2011",1249,72,7,[1],[-1],[-1.0],0.75,1.0,1.0
"Blonski, Ockenfels, and Spagnolo 2011",1249,72,8,"[1, -1, 1, 1, 1, 1, -1, 1]","[-1, 1, 1, 1, 1, 1, 1, -1]","[-1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 2.0, -1.0]",0.75,1.0,1.0
"Blonski, Ockenfels, and Spagnolo 2011",1249,72,9,"[1, 1, 1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1]","[1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1.0, 1.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.75,1.0,1.0
"Blonski, Ockenfels, and Spagnolo 2011",1249,72,10,"[1, -1, -1]","[-1, -1, -1]","[-1.0, 0.0, 0.0]",0.75,1.0,1.0
"Blonski, Ockenfels, and Spagnolo 2011",1249,72,11,"[1, 1, 1, 1]","[1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0]",0.75,1.0,1.0
"Blonski, Ockenfels, and Spagnolo 2011",1250,72,1,[-1],[1],[2.0],0.75,1.0,1.0
"Blonski, Ockenfels, and Spagnolo 2011",1250,72,2,[-1],[-1],[0.0],0.75,1.0,1.0
"Blonski, Ockenfels, and Spagnolo 2011",1250,72,3,"[-1, -1, -1, 1, -1]","[-1, -1, -1, -1, -1]","[0.0, 0.0, 0.0, -1.0, 0.0]",0.75,1.0,1.0
"Blonski, Ockenfels, and Spagnolo 2011",1250,72,4,"[-1, -1, -1, -1]","[1, -1, -1, -1]","[2.0, 0.0, 0.0, 0.0]",0.75,1.0,1.0
"Blonski, Ockenfels, and Spagnolo 2011",1250,72,5,[-1],[1],[2.0],0.75,1.0,1.0
"Blonski, Ockenfels, and Spagnolo 2011",1250,72,6,"[-1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.75,1.0,1.0
"Blonski, Ockenfels, and Spagnolo 2011",1250,72,7,[-1],[-1],[0.0],0.75,1.0,1.0
"Blonski, Ockenfels, and Spagnolo 2011",1250,72,8,"[-1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.75,1.0,1.0
"Blonski, Ockenfels, and Spagnolo 2011",1250,72,9,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.75,1.0,1.0
