paper,id,session,inter,c,opp_c,payoff,delta,g,l
Dal Bo and Frechette. 2019,2105,124,10,"[-1, 1, 1]","[1, 1, 1]","[1.08695650100708, 1.0, 1.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2105,124,11,[1],[-1],[-0.56521737575531],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2105,124,12,[-1],[1],[1.08695650100708],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2105,124,13,[1],[-1],[-0.56521737575531],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2105,124,14,"[-1, 1, 1, 1, 1, 1, 1, 1]","[1, -1, 1, 1, 1, 1, 1, 1]","[1.08695650100708, -0.56521737575531, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2106,124,1,"[1, -1]","[-1, -1]","[-0.56521737575531, 0.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2106,124,2,"[-1, -1, -1]","[1, -1, -1]","[1.08695650100708, 0.0, 0.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2106,124,3,"[-1, -1]","[-1, -1]","[0.0, 0.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2106,124,4,"[-1, -1]","[1, -1]","[1.08695650100708, 0.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2106,124,5,[-1],[1],[1.08695650100708],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2106,124,6,[-1],[-1],[0.0],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2106,124,7,"[-1, -1, -1, -1, -1, 1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, -0.56521737575531, 0.0, 0.0, 1.08695650100708]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2106,124,8,"[-1, -1]","[-1, -1]","[0.0, 0.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2106,124,9,"[-1, -1, -1, -1]","[1, -1, 1, 1]","[1.08695650100708, 0.0, 1.08695650100708, 1.08695650100708]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2106,124,10,"[-1, -1, -1]","[1, -1, -1]","[1.08695650100708, 0.0, 0.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2106,124,11,[-1],[1],[1.08695650100708],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2106,124,12,[-1],[1],[1.08695650100708],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2106,124,13,[-1],[1],[1.08695650100708],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2106,124,14,"[-1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 1.08695650100708, 1.08695650100708, 1.08695650100708, 1.08695650100708, 1.08695650100708]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2107,124,1,"[1, 1]","[1, 1]","[1.0, 1.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2107,124,2,"[1, 1, 1]","[1, 1, 1]","[1.0, 1.0, 1.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2107,124,3,"[1, 1]","[1, 1]","[1.0, 1.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2107,124,4,"[1, 1]","[1, 1]","[1.0, 1.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2107,124,5,[1],[1],[1.0],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2107,124,6,[1],[1],[1.0],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2107,124,7,"[1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, 1, -1, -1, -1, 1, -1, 1]","[-0.56521737575531, 0.0, 1.08695650100708, 0.0, 0.0, 0.0, 1.08695650100708, 0.0, 1.08695650100708]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2107,124,8,"[1, 1]","[1, 1]","[1.0, 1.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2107,124,9,"[1, 1, 1, 1]","[1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2107,124,10,"[1, -1, -1]","[-1, 1, 1]","[-0.56521737575531, 1.08695650100708, 1.08695650100708]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2107,124,11,[1],[1],[1.0],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2107,124,12,[1],[1],[1.0],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2107,124,13,[1],[1],[1.0],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2107,124,14,"[1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, 1]","[-0.56521737575531, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.08695650100708]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2108,124,1,"[1, 1]","[1, 1]","[1.0, 1.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2108,124,2,"[1, 1, 1]","[1, -1, -1]","[1.0, -0.56521737575531, -0.56521737575531]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2108,124,3,"[-1, -1]","[-1, -1]","[0.0, 0.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2108,124,4,"[-1, 1]","[1, -1]","[1.08695650100708, -0.56521737575531]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2108,124,5,[-1],[-1],[0.0],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2108,124,6,[1],[1],[1.0],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2108,124,7,"[1, -1, -1, 1, 1, -1, 1, -1, 1]","[1, 1, 1, -1, -1, 1, 1, 1, -1]","[1.0, 1.08695650100708, 1.08695650100708, -0.56521737575531, -0.56521737575531, 1.08695650100708, 1.0, 1.08695650100708, -0.56521737575531]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2108,124,8,"[1, 1]","[-1, -1]","[-0.56521737575531, -0.56521737575531]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2108,124,9,"[1, -1, 1, 1]","[-1, -1, -1, -1]","[-0.56521737575531, 0.0, -0.56521737575531, -0.56521737575531]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2108,124,10,"[-1, 1, 1]","[1, -1, -1]","[1.08695650100708, -0.56521737575531, -0.56521737575531]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2108,124,11,[1],[-1],[-0.56521737575531],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2108,124,12,[-1],[1],[1.08695650100708],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2108,124,13,[-1],[1],[1.08695650100708],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2108,124,14,"[-1, -1, -1, 1, 1, 1, 1, 1]","[-1, -1, -1, -1, -1, -1, -1, -1]","[0.0, 0.0, 0.0, -0.56521737575531, -0.56521737575531, -0.56521737575531, -0.56521737575531, -0.56521737575531]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2109,124,1,"[-1, -1]","[1, 1]","[1.08695650100708, 1.08695650100708]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2109,124,2,"[-1, -1, -1]","[-1, -1, -1]","[0.0, 0.0, 0.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2109,124,3,"[-1, -1]","[-1, -1]","[0.0, 0.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2109,124,4,"[-1, 1]","[1, -1]","[1.08695650100708, -0.56521737575531]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2109,124,5,[-1],[-1],[0.0],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2109,124,6,[-1],[1],[1.08695650100708],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2109,124,7,"[-1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, -1, -1, -1, -1, -1, -1, -1, -1]","[1.08695650100708, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2109,124,8,"[-1, -1]","[-1, -1]","[0.0, 0.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2109,124,9,"[-1, -1, -1, 1]","[-1, -1, 1, 1]","[0.0, 0.0, 1.08695650100708, 1.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2109,124,10,"[-1, 1, -1]","[1, -1, 1]","[1.08695650100708, -0.56521737575531, 1.08695650100708]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2109,124,11,[-1],[1],[1.08695650100708],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2109,124,12,[-1],[-1],[0.0],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2109,124,13,[-1],[-1],[0.0],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2109,124,14,"[-1, 1, -1, -1, -1, -1, -1, -1]","[1, -1, -1, -1, -1, -1, -1, -1]","[1.08695650100708, -0.56521737575531, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2110,124,1,"[1, 1]","[1, 1]","[1.0, 1.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2110,124,2,"[1, -1, -1]","[-1, -1, -1]","[-0.56521737575531, 0.0, 0.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2110,124,3,"[-1, 1]","[1, -1]","[1.08695650100708, -0.56521737575531]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2110,124,4,"[-1, 1]","[1, 1]","[1.08695650100708, 1.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2110,124,5,[1],[1],[1.0],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2110,124,6,[1],[1],[1.0],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2110,124,7,"[1, 1, 1, -1, -1, 1, 1, 1, -1]","[1, -1, -1, 1, 1, -1, 1, -1, 1]","[1.0, -0.56521737575531, -0.56521737575531, 1.08695650100708, 1.08695650100708, -0.56521737575531, 1.0, -0.56521737575531, 1.08695650100708]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2110,124,8,"[1, 1]","[1, 1]","[1.0, 1.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2110,124,9,"[1, 1, 1, -1]","[1, 1, -1, -1]","[1.0, 1.0, -0.56521737575531, 0.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2110,124,10,"[1, -1, 1]","[-1, 1, -1]","[-0.56521737575531, 1.08695650100708, -0.56521737575531]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2110,124,11,[1],[1],[1.0],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2110,124,12,[1],[-1],[-0.56521737575531],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2110,124,13,[-1],[1],[1.08695650100708],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2110,124,14,"[-1, 1, 1, 1, 1, 1, 1, 1]","[1, -1, 1, 1, 1, 1, 1, 1]","[1.08695650100708, -0.56521737575531, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2111,124,1,"[1, 1]","[1, 1]","[1.0, 1.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2111,124,2,"[1, -1, -1]","[-1, -1, -1]","[-0.56521737575531, 0.0, 0.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2111,124,3,"[1, -1]","[-1, 1]","[-0.56521737575531, 1.08695650100708]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2111,124,4,"[1, 1]","[1, 1]","[1.0, 1.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2111,124,5,[1],[-1],[-0.56521737575531],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2111,124,6,[1],[-1],[-0.56521737575531],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2111,124,7,"[1, 1, 1, -1, -1, -1, 1, 1, 1]","[1, 1, -1, -1, -1, 1, 1, 1, 1]","[1.0, 1.0, -0.56521737575531, 0.0, 0.0, 1.08695650100708, 1.0, 1.0, 1.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2111,124,8,"[1, 1]","[1, 1]","[1.0, 1.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2111,124,9,"[1, 1, 1, 1]","[1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2111,124,10,"[1, -1, -1]","[-1, -1, -1]","[-0.56521737575531, 0.0, 0.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2111,124,11,[1],[-1],[-0.56521737575531],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2111,124,12,[1],[1],[1.0],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2111,124,13,[1],[1],[1.0],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2111,124,14,"[1, -1, 1, 1, 1, 1, 1, 1]","[-1, 1, 1, 1, 1, 1, 1, 1]","[-0.56521737575531, 1.08695650100708, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2112,124,1,"[1, 1]","[1, 1]","[1.0, 1.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2112,124,2,"[1, 1, 1]","[1, 1, 1]","[1.0, 1.0, 1.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2112,124,3,"[1, 1]","[1, 1]","[1.0, 1.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2112,124,4,"[1, 1]","[1, 1]","[1.0, 1.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2112,124,5,[1],[1],[1.0],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2112,124,6,[1],[-1],[-0.56521737575531],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2112,124,7,"[1, 1, 1, 1, 1, 1, 1, 1, -1]","[1, 1, 1, 1, 1, 1, 1, -1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -0.56521737575531, 1.08695650100708]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2112,124,8,"[1, 1]","[1, 1]","[1.0, 1.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2112,124,9,"[1, -1, -1, -1]","[-1, -1, -1, -1]","[-0.56521737575531, 0.0, 0.0, 0.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2112,124,10,"[1, 1, 1]","[1, 1, 1]","[1.0, 1.0, 1.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2112,124,11,[1],[1],[1.0],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2112,124,12,[1],[-1],[-0.56521737575531],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2112,124,13,[1],[1],[1.0],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2112,124,14,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2113,124,1,"[1, 1]","[1, 1]","[1.0, 1.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2113,124,2,"[1, 1, -1]","[1, 1, 1]","[1.0, 1.0, 1.08695650100708]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2113,124,3,"[1, 1]","[1, 1]","[1.0, 1.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2113,124,4,"[1, 1]","[-1, 1]","[-0.56521737575531, 1.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2113,124,5,[-1],[1],[1.08695650100708],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2113,124,6,[1],[1],[1.0],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2113,124,7,"[1, -1, -1, 1, 1, 1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1]","[-0.56521737575531, 0.0, 0.0, -0.56521737575531, -0.56521737575531, -0.56521737575531, 0.0, 0.0, 0.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2113,124,8,"[1, 1]","[1, 1]","[1.0, 1.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2113,124,9,"[1, -1, -1, 1]","[1, 1, 1, -1]","[1.0, 1.08695650100708, 1.08695650100708, -0.56521737575531]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2113,124,10,"[-1, -1, -1]","[1, -1, -1]","[1.08695650100708, 0.0, 0.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2113,124,11,[-1],[1],[1.08695650100708],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2113,124,12,[-1],[-1],[0.0],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2113,124,13,[-1],[1],[1.08695650100708],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2113,124,14,"[-1, -1, -1, -1, -1, -1, -1, 1]","[1, -1, -1, -1, -1, -1, -1, -1]","[1.08695650100708, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.56521737575531]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2114,124,1,"[1, 1]","[1, -1]","[1.0, -0.56521737575531]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2114,124,2,"[1, 1, 1]","[1, 1, 1]","[1.0, 1.0, 1.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2114,124,3,"[1, 1]","[1, 1]","[1.0, 1.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2114,124,4,"[1, 1]","[1, 1]","[1.0, 1.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2114,124,5,[1],[1],[1.0],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2114,124,6,[1],[-1],[-0.56521737575531],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2114,124,7,"[1, -1, -1, 1, 1, -1, 1, 1, 1]","[-1, 1, 1, -1, -1, 1, 1, 1, 1]","[-0.56521737575531, 1.08695650100708, 1.08695650100708, -0.56521737575531, -0.56521737575531, 1.08695650100708, 1.0, 1.0, 1.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2114,124,8,"[1, 1]","[1, 1]","[1.0, 1.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2114,124,9,"[1, 1, 1, 1]","[1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2114,124,10,"[1, 1, 1]","[-1, 1, 1]","[-0.56521737575531, 1.0, 1.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2114,124,11,[1],[1],[1.0],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2114,124,12,[1],[-1],[-0.56521737575531],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2114,124,13,[-1],[-1],[0.0],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2114,124,14,"[-1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2115,124,1,"[1, 1]","[1, 1]","[1.0, 1.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2115,124,2,"[1, 1, 1]","[1, 1, -1]","[1.0, 1.0, -0.56521737575531]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2115,124,3,"[1, -1]","[1, 1]","[1.0, 1.08695650100708]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2115,124,4,"[1, 1]","[1, 1]","[1.0, 1.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2115,124,5,[1],[-1],[-0.56521737575531],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2115,124,6,[-1],[1],[1.08695650100708],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2115,124,7,"[1, 1, -1, -1, -1, 1, 1, 1, 1]","[1, 1, 1, -1, -1, -1, 1, 1, 1]","[1.0, 1.0, 1.08695650100708, 0.0, 0.0, -0.56521737575531, 1.0, 1.0, 1.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2115,124,8,"[1, 1]","[1, 1]","[1.0, 1.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2115,124,9,"[1, -1, -1, -1]","[-1, 1, 1, 1]","[-0.56521737575531, 1.08695650100708, 1.08695650100708, 1.08695650100708]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2115,124,10,"[1, -1, -1]","[-1, 1, 1]","[-0.56521737575531, 1.08695650100708, 1.08695650100708]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2115,124,11,[1],[1],[1.0],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2115,124,12,[1],[1],[1.0],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2115,124,13,[1],[1],[1.0],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2115,124,14,"[1, -1, -1, -1, -1, -1, -1, -1]","[-1, 1, -1, -1, -1, -1, -1, -1]","[-0.56521737575531, 1.08695650100708, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2116,124,1,"[1, 1]","[1, 1]","[1.0, 1.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2116,124,2,"[1, 1, 1]","[1, 1, 1]","[1.0, 1.0, 1.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2116,124,3,"[1, -1]","[-1, 1]","[-0.56521737575531, 1.08695650100708]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2116,124,4,"[1, -1]","[-1, 1]","[-0.56521737575531, 1.08695650100708]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2116,124,5,[1],[1],[1.0],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2116,124,6,[1],[1],[1.0],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2116,124,7,"[1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1]","[-0.56521737575531, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2116,124,8,"[1, 1]","[1, 1]","[1.0, 1.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2116,124,9,"[1, 1, 1, 1]","[1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2116,124,10,"[1, 1, 1]","[1, 1, 1]","[1.0, 1.0, 1.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2116,124,11,[1],[-1],[-0.56521737575531],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2116,124,12,[1],[1],[1.0],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2116,124,13,[1],[-1],[-0.56521737575531],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2116,124,14,"[1, -1, 1, 1, 1, 1, 1, 1]","[-1, 1, 1, 1, 1, 1, 1, 1]","[-0.56521737575531, 1.08695650100708, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2117,124,1,"[1, -1]","[-1, 1]","[-0.56521737575531, 1.08695650100708]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2117,124,2,"[-1, -1, -1]","[1, -1, -1]","[1.08695650100708, 0.0, 0.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2117,124,3,"[-1, -1]","[-1, -1]","[0.0, 0.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2117,124,4,"[-1, -1]","[1, -1]","[1.08695650100708, 0.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2117,124,5,[-1],[-1],[0.0],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2117,124,6,[-1],[1],[1.08695650100708],0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2117,124,7,"[-1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, -1, -1, 1, 1, 1, -1, -1, -1]","[1.08695650100708, 0.0, 0.0, 1.08695650100708, 1.08695650100708, 1.08695650100708, 0.0, 0.0, 0.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2117,124,8,"[-1, -1]","[1, 1]","[1.08695650100708, 1.08695650100708]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2117,124,9,"[-1, -1, -1, -1]","[1, -1, -1, -1]","[1.08695650100708, 0.0, 0.0, 0.0]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2117,124,10,"[-1, -1, -1]","[-1, 1, 1]","[0.0, 1.08695650100708, 1.08695650100708]",0.75,0.08695650100708,0.56521737575531
Dal Bo and Frechette. 2019,2117,124,11,[-1],[1],[1.08695650100708],0.75,0.08695650100708,0.56521737575531
